model_name,scenario,train_prop,test_prop,train_missing_prop,test_missing_prop,mean_auc,std_auc,n_replicates
Di-MMLP,both,0.0,0.0,0.0,0.0,0.6321017126764253,0.07299146311511344,20
Di-MMLP,both,0.0,0.2,0.0,0.2,0.6280408193339228,0.060931963239667854,20
Di-MMLP,both,0.0,0.4,0.0,0.4,0.6084196220977831,0.05919412210557432,20
Di-MMLP,both,0.0,0.6,0.0,0.6,0.5890491862330943,0.05794020747856667,20
Di-MMLP,both,0.0,0.8,0.0,0.8,0.5640699806791762,0.05110443895213203,20
Di-MMLP,both,0.2,0.0,0.2,0.0,0.622332907620264,0.06009946000719486,20
Di-MMLP,both,0.2,0.2,0.2,0.2,0.6141558601041359,0.05463178545600911,20
Di-MMLP,both,0.2,0.4,0.2,0.4,0.6002560827848185,0.05616969923609916,20
Di-MMLP,both,0.2,0.6,0.2,0.6,0.5685698496905394,0.05660460179020159,20
Di-MMLP,both,0.2,0.8,0.2,0.8,0.5421380620231194,0.05797021428964039,20
Di-MMLP,both,0.4,0.0,0.4,0.0,0.6354008252284113,0.0676410641448395,20
Di-MMLP,both,0.4,0.2,0.4,0.2,0.6237636310050103,0.0603613566551705,20
Di-MMLP,both,0.4,0.4,0.4,0.4,0.5959468841078037,0.07436682471152496,20
Di-MMLP,both,0.4,0.6,0.4,0.6,0.5750992238923274,0.07541761420753147,20
Di-MMLP,both,0.4,0.8,0.4,0.8,0.5428136359170842,0.07313525918760684,20
Di-MMLP,both,0.6,0.0,0.6,0.0,0.6050543602842453,0.06140202751928941,20
Di-MMLP,both,0.6,0.2,0.6,0.2,0.5900228411435308,0.0792180326041871,20
Di-MMLP,both,0.6,0.4,0.6,0.4,0.5591820578314831,0.07709521429743867,20
Di-MMLP,both,0.6,0.6,0.6,0.6,0.5416055113468906,0.08035238214433772,20
Di-MMLP,both,0.6,0.8,0.6,0.8,0.5332242034253528,0.06858058186237148,20
Di-MMLP,both,0.8,0.0,0.8,0.0,0.5641872155090546,0.07633682635487121,20
Di-MMLP,both,0.8,0.2,0.8,0.2,0.5442241379310344,0.07908368891180816,20
Di-MMLP,both,0.8,0.4,0.8,0.4,0.5248155516258964,0.08242437951832289,20
Di-MMLP,both,0.8,0.6,0.8,0.6,0.5232400039296591,0.09000649299189437,20
Di-MMLP,both,0.8,0.8,0.8,0.8,0.49472803484297734,0.08383895529170397,20
Di-PAM,both,0.0,0.0,0.0,0.0,0.6184204407767625,0.07160937669285823,20
Di-PAM,both,0.0,0.2,0.0,0.2,0.6133644431345582,0.06812149249603473,20
Di-PAM,both,0.0,0.4,0.0,0.4,0.5989245014245014,0.05781346331631577,20
Di-PAM,both,0.0,0.6,0.0,0.6,0.5590554081933392,0.05989570683497269,20
Di-PAM,both,0.0,0.8,0.0,0.8,0.5366076399122377,0.061089478622150674,20
Di-PAM,both,0.2,0.0,0.2,0.0,0.6214669908635426,0.07467355528375462,20
Di-PAM,both,0.2,0.2,0.2,0.2,0.6056100795755968,0.08229033266292779,20
Di-PAM,both,0.2,0.4,0.2,0.4,0.5873282411500802,0.0779737879994807,20
