model_name,train_missing_prop,test_missing_prop,seed,outer_fold,prediction_source,inner_model_idx,replicate_id,n_patients,auc
Di-MMLP,0.0,0.0,4,1,ensemble,0,4|outer_1|ensemble,57,0.6506172839506172
Di-MMLP,0.0,0.0,4,2,ensemble,0,4|outer_2|ensemble,56,0.602809706257982
Di-MMLP,0.0,0.0,4,3,ensemble,0,4|outer_3|ensemble,56,0.5606641123882503
Di-MMLP,0.0,0.0,4,4,ensemble,0,4|outer_4|ensemble,56,0.6730523627075352
Di-MMLP,0.0,0.0,4,5,ensemble,0,4|outer_5|ensemble,56,0.717948717948718
Di-MMLP,0.0,0.0,2002,1,ensemble,0,2002|outer_1|ensemble,57,0.5
Di-MMLP,0.0,0.0,2002,2,ensemble,0,2002|outer_2|ensemble,56,0.6896551724137931
Di-MMLP,0.0,0.0,2002,3,ensemble,0,2002|outer_3|ensemble,56,0.6628352490421456
Di-MMLP,0.0,0.0,2002,4,ensemble,0,2002|outer_4|ensemble,56,0.67816091954023
Di-MMLP,0.0,0.0,2002,5,ensemble,0,2002|outer_5|ensemble,56,0.7423076923076923
Di-MMLP,0.0,0.0,18473,1,ensemble,0,18473|outer_1|ensemble,57,0.6185185185185185
Di-MMLP,0.0,0.0,18473,2,ensemble,0,18473|outer_2|ensemble,56,0.6462324393358876
Di-MMLP,0.0,0.0,18473,3,ensemble,0,18473|outer_3|ensemble,56,0.7369093231162197
Di-MMLP,0.0,0.0,18473,4,ensemble,0,18473|outer_4|ensemble,56,0.5696040868454662
Di-MMLP,0.0,0.0,18473,5,ensemble,0,18473|outer_5|ensemble,56,0.576923076923077
Di-MMLP,0.0,0.0,55602,1,ensemble,0,55602|outer_1|ensemble,57,0.5691358024691359
Di-MMLP,0.0,0.0,55602,2,ensemble,0,55602|outer_2|ensemble,56,0.6615581098339719
Di-MMLP,0.0,0.0,55602,3,ensemble,0,55602|outer_3|ensemble,56,0.7088122605363985
Di-MMLP,0.0,0.0,55602,4,ensemble,0,55602|outer_4|ensemble,56,0.4980842911877395
Di-MMLP,0.0,0.0,55602,5,ensemble,0,55602|outer_5|ensemble,56,0.5782051282051281
Di-MMLP,0.0,0.2,4,1,ensemble,0,4|outer_1|ensemble,57,0.6419753086419753
Di-MMLP,0.0,0.2,4,2,ensemble,0,4|outer_2|ensemble,56,0.5427841634738186
Di-MMLP,0.0,0.2,4,3,ensemble,0,4|outer_3|ensemble,56,0.5568326947637292
Di-MMLP,0.0,0.2,4,4,ensemble,0,4|outer_4|ensemble,56,0.6909323116219668
Di-MMLP,0.0,0.2,4,5,ensemble,0,4|outer_5|ensemble,56,0.7038461538461539
Di-MMLP,0.0,0.2,2002,1,ensemble,0,2002|outer_1|ensemble,57,0.5469135802469136
Di-MMLP,0.0,0.2,2002,2,ensemble,0,2002|outer_2|ensemble,56,0.6730523627075351
Di-MMLP,0.0,0.2,2002,3,ensemble,0,2002|outer_3|ensemble,56,0.6564495530012772
Di-MMLP,0.0,0.2,2002,4,ensemble,0,2002|outer_4|ensemble,56,0.6704980842911877
Di-MMLP,0.0,0.2,2002,5,ensemble,0,2002|outer_5|ensemble,56,0.6974358974358975
Di-MMLP,0.0,0.2,18473,1,ensemble,0,18473|outer_1|ensemble,57,0.537037037037037
Di-MMLP,0.0,0.2,18473,2,ensemble,0,18473|outer_2|ensemble,56,0.6641123882503193
Di-MMLP,0.0,0.2,18473,3,ensemble,0,18473|outer_3|ensemble,56,0.7215836526181355
Di-MMLP,0.0,0.2,18473,4,ensemble,0,18473|outer_4|ensemble,56,0.5977011494252874
Di-MMLP,0.0,0.2,18473,5,ensemble,0,18473|outer_5|ensemble,56,0.6
Di-MMLP,0.0,0.2,55602,1,ensemble,0,55602|outer_1|ensemble,57,0.5555555555555556
