outer_fold,inner_fold,hp_name,batch_size,learning_rate,weight_decay,smil_e_latent_dim,smil_e_num_priors,smil_e_num_heads,smil_e_dropout,classifier_hidden_dim,smil_e_alpha,smil_e_beta,meta_inner_lr,meta_val_fraction,name,epoch,train_loss,val_loss,val_auc,val_aucpr,val_acc,val_cindex,teacher_loss,student_survival_loss,student_repr_loss,student_feature_loss,smil_meta_train_loss,smil_meta_val_loss,smil_meta_val_ce,smil_align_fusion,smil_align_hidden,phase,train_auc,train_aucpr,train_acc,train_cindex,seed,missing_location,train_missing_prop
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,1,0.7724368572235107,0.73897784948349,0.2,0.5474124640791308,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.7724368572235107,0.6867673993110657,0.680457204580307,0.6107472777366638,0.5699411034584045,,,,,,55602,global,0.33
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,2,0.7070856392383575,0.7369204163551331,0.2,0.5474124640791308,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.7070856392383575,0.6688957810401917,0.662582129240036,0.6117215156555176,0.5701919794082642,,,,,,55602,global,0.33
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,3,0.7351007163524628,0.7370204329490662,0.24444444444444446,0.5597581430914764,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.7351007163524628,0.6528522670269012,0.6465347409248352,0.6132241487503052,0.5704303979873657,,,,,,55602,global,0.33
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,4,0.698911041021347,0.736566960811615,0.24444444444444446,0.5597581430914764,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.698911041021347,0.6374186277389526,0.6311094760894775,0.6151188015937805,0.5694045424461365,,,,,,55602,global,0.33
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,5,0.7044709920883179,0.73697829246521,0.24444444444444446,0.5597581430914764,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.7044709920883179,0.6236743628978729,0.617372453212738,0.6169999539852142,0.5684934258460999,,,,,,55602,global,0.33
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,6,0.7230437099933624,0.7384799122810364,0.24444444444444446,0.5597581430914764,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.7230437099933624,0.6102277338504791,0.6039263904094696,0.6198467910289764,0.5681483745574951,,,,,,55602,global,0.33
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,7,0.6990610063076019,0.7395948767662048,0.2222222222222222,0.5535853035853037,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.6990610063076019,0.5974343419075012,0.5911257863044739,0.6232880651950836,0.568529486656189,,,,,,55602,global,0.33
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,8,0.6923424303531647,0.7412945628166199,0.2222222222222222,0.5535853035853037,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.6923424303531647,0.5853591561317444,0.5790384709835052,0.6272296607494354,0.5693438947200775,,,,,,55602,global,0.33
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,9,0.70377317070961,0.7437078356742859,0.2222222222222222,0.5535853035853037,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.70377317070961,0.5734868347644806,0.5671454071998596,0.6320318877696991,0.5709423720836639,,,,,,55602,global,0.33
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,10,0.7283331751823425,0.7452105283737183,0.2222222222222222,0.5535853035853037,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.7283331751823425,0.5629095733165741,0.5565372705459595,0.6371259093284607,0.5735191702842712,,,,,,55602,global,0.33
