2026-04-29 20:58:49,696 INFO    MainThread:48 [wandb_init.py:setup_run_log_directory():717] Logging user logs to /home/osiris-user/Desktop/TFM/m3trics/results/MIMM_OS_9_label/wandb/wandb/run-20260429_205849-0h0rjc9z/logs/debug.log
2026-04-29 20:58:49,697 INFO    MainThread:48 [wandb_init.py:setup_run_log_directory():718] Logging internal logs to /home/osiris-user/Desktop/TFM/m3trics/results/MIMM_OS_9_label/wandb/wandb/run-20260429_205849-0h0rjc9z/logs/debug-internal.log
2026-04-29 20:58:49,697 INFO    MainThread:48 [wandb_init.py:init():844] calling init triggers
2026-04-29 20:58:49,697 INFO    MainThread:48 [wandb_init.py:init():849] wandb.init called with sweep_config: {}
config: {'endpoint': 'OS_9_label', 'model': 'MLP', 'model_canonical': 'mlp', 'dataset': 'MIMM', 'modalities': ['blood', 'clin', 'path', 'radio', 'radio_report'], 'hp_grid_size': 24, 'epochs': 80, 'retrain_outer': False, 'best_epoch_warmup': 5, 'inner_splits': 5, 'outer_splits': 5, 'hp_selection_epsilon': 0.02, 'train_missing_prop': 0.6, 'missing_location': 'global', 'missing_pattern_seed': 2026, 'imputation_method': 'knn', 'modality_pooling': {'radio': 'mean'}, 'test_eval_combinations': 5, 'test_missing_props_grid': '0.0,0.2,0.4,0.6,0.8', 'eval_missing_locations_grid': 'global,global,global,global,global', 'seed': 22, 'outer_fold': 5, 'inner_fold': 5, 'phase': 'selected_inner_model', 'selected_hp_name': 'lr5e-05_bs16_modL1_fusion32_fusionL1_fusionBN0_drop0p1__wd1e-04trmiss60_trlocglobal', '_wandb': {}}
2026-04-29 20:58:49,697 INFO    MainThread:48 [wandb_init.py:init():892] starting backend
2026-04-29 20:58:49,697 INFO    MainThread:48 [wandb_init.py:init():895] sending inform_init request
2026-04-29 20:58:49,697 INFO    MainThread:48 [wandb_init.py:init():903] backend started and connected
2026-04-29 20:58:49,698 INFO    MainThread:48 [wandb_init.py:init():973] updated telemetry
2026-04-29 20:58:49,698 INFO    MainThread:48 [wandb_init.py:init():997] communicating run to backend with 180.0 second timeout
2026-04-29 20:58:50,377 INFO    MainThread:48 [wandb_init.py:init():1042] starting run threads in backend
2026-04-29 20:58:50,408 INFO    MainThread:48 [wandb_run.py:_console_start():2524] atexit reg
2026-04-29 20:58:50,408 INFO    MainThread:48 [wandb_run.py:_redirect():2373] redirect: off
2026-04-29 20:58:50,409 INFO    MainThread:48 [wandb_init.py:init():1082] run started, returning control to user process
2026-04-29 20:58:50,412 INFO    MainThread:48 [wandb_run.py:_finish():2291] finishing run marc_albesa/KNN_MLP_MIMM/0h0rjc9z
2026-04-29 20:58:50,412 INFO    MainThread:48 [wandb_run.py:_atexit_cleanup():2490] got exitcode: 0
2026-04-29 20:58:50,412 INFO    MainThread:48 [wandb_run.py:_restore():2472] restore
2026-04-29 20:58:50,412 INFO    MainThread:48 [wandb_run.py:_restore():2478] restore done
