2026-05-27 12:53:43,739 INFO    MainThread:48 [wandb_init.py:setup_run_log_directory():717] Logging user logs to /home/osiris-user/Desktop/TFM/m3trics/results/1001P_OS_27_label/wandb/wandb/run-20260527_125343-eg2maeod/logs/debug.log
2026-05-27 12:53:43,740 INFO    MainThread:48 [wandb_init.py:setup_run_log_directory():718] Logging internal logs to /home/osiris-user/Desktop/TFM/m3trics/results/1001P_OS_27_label/wandb/wandb/run-20260527_125343-eg2maeod/logs/debug-internal.log
2026-05-27 12:53:43,740 INFO    MainThread:48 [wandb_init.py:init():844] calling init triggers
2026-05-27 12:53:43,740 INFO    MainThread:48 [wandb_init.py:init():849] wandb.init called with sweep_config: {}
config: {'endpoint': 'OS_27_label', 'model': 'MLP', 'model_canonical': 'mlp', 'dataset': '1001P', 'modalities': ['blood', 'radio', 'radio_report'], 'hp_grid_size': 24, 'epochs': 80, 'task_type': 'binary_classification', 'retrain_outer': False, 'save_inner': True, 'use_ensemble': True, 'missingness_study': True, 'fixed_distillation_complete_case': False, 'fixed_distillation_student_missing_prop': None, 'best_epoch_warmup': 5, 'inner_splits': 5, 'outer_splits': 5, 'hp_selection_epsilon': 0.02, 'train_missing_prop': 0.66, 'degrading_modality': 'global', 'missing_pattern_seed': 2026, 'imputation_method': 'knn', 'modality_pooling': {}, 'test_eval_combinations': 3, 'test_missing_props_grid': '0.0,0.33,0.66', 'eval_degrading_modalities_grid': 'global,global,global', 'seed': 22, 'outer_fold': 2, 'inner_fold': 1, 'model_type': 'inner', 'phase': 'selected_inner_model', 'selected_hp_name': 'lr5e-05_bs16_modL1_fusion32_fusionL1_fusionBN0_drop0p2__wd1e-04trmiss66_degmodglobal', '_wandb': {}}
2026-05-27 12:53:43,740 INFO    MainThread:48 [wandb_init.py:init():892] starting backend
2026-05-27 12:53:43,740 INFO    MainThread:48 [wandb_init.py:init():895] sending inform_init request
2026-05-27 12:53:43,741 INFO    MainThread:48 [wandb_init.py:init():903] backend started and connected
2026-05-27 12:53:43,741 INFO    MainThread:48 [wandb_init.py:init():973] updated telemetry
2026-05-27 12:53:43,741 INFO    MainThread:48 [wandb_init.py:init():997] communicating run to backend with 180.0 second timeout
2026-05-27 12:53:44,336 INFO    MainThread:48 [wandb_init.py:init():1042] starting run threads in backend
2026-05-27 12:53:44,391 INFO    MainThread:48 [wandb_run.py:_console_start():2524] atexit reg
2026-05-27 12:53:44,391 INFO    MainThread:48 [wandb_run.py:_redirect():2373] redirect: off
2026-05-27 12:53:44,392 INFO    MainThread:48 [wandb_init.py:init():1082] run started, returning control to user process
2026-05-27 12:53:44,395 INFO    MainThread:48 [wandb_run.py:_finish():2291] finishing run marc_albesa/KNN_MLP_1001P/eg2maeod
2026-05-27 12:53:44,395 INFO    MainThread:48 [wandb_run.py:_atexit_cleanup():2490] got exitcode: 0
2026-05-27 12:53:44,395 INFO    MainThread:48 [wandb_run.py:_restore():2472] restore
2026-05-27 12:53:44,395 INFO    MainThread:48 [wandb_run.py:_restore():2478] restore done
