model_name,is_distillation_method,baseline_auc,train_time_aupmc,test_time_aupmc,best_adapted_aupmc,train_degradation_coefficient,test_degradation_coefficient,minimum_degradation_coefficient
KNN_MLP,False,0.6191391688770999,0.5905873808822085,0.6024719897173919,0.6024719897173919,1.0483447308884948,1.0276646540323413,1.0276646540323413
VAE_MLP,False,0.6150597766643745,0.5914544339653535,0.5814037462750107,0.5824103186298588,1.039910669940812,1.0578875361656925,1.0560592025761575
Di-PAM,True,0.6129134492582771,,0.5828613337917937,0.5828613337917937,,1.051559631295114,1.051559631295114
SMILe,False,0.6077960899891933,0.5862547532501555,0.5752304777810524,0.5774496053967318,1.036743986500091,1.056613155015295,1.0525526111869314
pAM,False,0.6059273537020664,0.5801546271735927,0.578056099158398,0.578056099158398,1.0444238920475972,1.0482154839024218,1.0482154839024218
ZI_MLP,False,0.6038353341847595,0.5824696171857091,0.5802502734387792,0.581657261682549,1.0366812557576517,1.0406463586931316,1.0381291079183923
HealNet,False,0.6029575924288569,0.5803611749680715,0.5731320447326194,0.5733542767789893,1.0389350949639742,1.0520395744232935,1.051631804015092
