outer_fold,inner_fold,hp_name,batch_size,learning_rate,weight_decay,pam_dropout,pam_temperature,distill_alpha,distill_beta,name,epoch,train_loss,val_loss,val_auc,val_aucpr,val_acc,val_cindex,teacher_loss,student_survival_loss,student_repr_loss,student_feature_loss,smil_meta_train_loss,smil_meta_val_loss,smil_meta_val_ce,smil_align_fusion,smil_align_hidden,seed,degrading_modality,train_missing_prop
1,1,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss0_degmodglobal,8,0.0001,0.0001,0.2,1.0,0.25,0.05,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss0_degmodglobal,1,0.6861631785120282,0.6870043873786926,0.39999999999999997,0.7000178833512167,0.5714285714285714,0.0,0.6931366750172206,0.6729860816683088,0.03468462186200278,0.09011885470577649,0.0,0.0,0.0,0.0,0.0,22,global,0.0
1,1,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss0_degmodglobal,8,0.0001,0.0001,0.2,1.0,0.25,0.05,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss0_degmodglobal,2,0.6498562267848423,0.7118485867977142,0.31111111111111106,0.5848663681997015,0.35714285714285715,0.0,0.6498593688011169,0.6359823346138,0.037819319271615574,0.08838115206786565,0.0,0.0,0.0,0.0,0.0,22,global,0.0
1,1,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss0_degmodglobal,8,0.0001,0.0001,0.2,1.0,0.25,0.05,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss0_degmodglobal,3,0.6258800540651593,0.7068365216255188,0.3555555555555555,0.648358431691765,0.42857142857142855,0.0,0.6503616741725377,0.6087802052497864,0.04472618071096284,0.11836585588753223,0.0,0.0,0.0,0.0,0.0,22,global,0.0
1,1,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss0_degmodglobal,8,0.0001,0.0001,0.2,1.0,0.25,0.05,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss0_degmodglobal,4,0.6306436657905579,0.7171649634838104,0.3111111111111111,0.5911514411514411,0.35714285714285715,0.0,0.6146339348384312,0.6128278119223458,0.051983934960194995,0.09639736052070345,0.0,0.0,0.0,0.0,0.0,22,global,0.0
1,1,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss0_degmodglobal,8,0.0001,0.0001,0.2,1.0,0.25,0.05,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss0_degmodglobal,5,0.6122384241649083,0.6921159327030182,0.4444444444444444,0.6343212343212343,0.5714285714285714,0.0,0.612056383064815,0.5921963027545384,0.049940056300589016,0.15114262700080872,0.0,0.0,0.0,0.0,0.0,22,global,0.0
1,1,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss0_degmodglobal,8,0.0001,0.0001,0.2,1.0,0.25,0.05,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss0_degmodglobal,6,0.6125166671616691,0.6619669795036316,0.5555555555555556,0.6797498797498798,0.5714285714285714,0.0,0.5987602387155805,0.599338982786451,0.03942544838147504,0.06642644759267569,0.0,0.0,0.0,0.0,0.0,22,global,0.0
1,1,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss0_degmodglobal,8,0.0001,0.0001,0.2,1.0,0.25,0.05,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss0_degmodglobal,7,0.5875883613313947,0.6623569428920746,0.5777777777777777,0.6852443852443852,0.6428571428571429,0.0,0.5702537170478276,0.5711663705962045,0.04725427180528641,0.09216848601187978,0.0,0.0,0.0,0.0,0.0,22,global,0.0
1,1,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss0_degmodglobal,8,0.0001,0.0001,0.2,1.0,0.25,0.05,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss0_degmodglobal,8,0.5847928438867841,0.6721482276916504,0.5555555555555556,0.6759851259851261,0.6428571428571429,0.0,0.5793844972337995,0.5665514554296222,0.057089055223124366,0.07938288577965327,0.0,0.0,0.0,0.0,0.0,22,global,0.0
1,1,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss0_degmodglobal,8,0.0001,0.0001,0.2,1.0,0.25,0.05,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss0_degmodglobal,9,0.5925607000078473,0.6853564977645874,0.5111111111111111,0.6538239538239539,0.6428571428571429,0.0,0.5665572030203683,0.5706895249230521,0.059864699840545654,0.1380998832838876,0.0,0.0,0.0,0.0,0.0,22,global,0.0
1,1,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss0_degmodglobal,8,0.0001,0.0001,0.2,1.0,0.25,0.05,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss0_degmodglobal,10,0.5915836521557399,0.6980098783969879,0.42222222222222217,0.6244005994005994,0.5714285714285714,0.0,0.5611719489097595,0.5702002218791417,0.06168202257582119,0.11925856077245303,0.0,0.0,0.0,0.0,0.0,22,global,0.0
