model_name,scenario,train_prop,test_prop,missing_prop,mean_auc,std_auc,n_replicates,auc_ci95,auc_ci95_lower,auc_ci95_upper
Di-MMLP,both,0.0,0.0,,0.5322424242424243,0.1375474841867852,125,0.023093030303030226,0.5090896969696971,0.5552757575757575
Di-MMLP,both,0.0,0.33,,0.5363636363636364,0.1439447959062479,125,0.024596666666666767,0.5116581818181818,0.5608515151515153
Di-MMLP,both,0.0,0.66,,0.5035636363636363,0.14998842930579623,125,0.026849393939393895,0.4767993939393941,0.5304981818181819
Di-MMLP,both,0.33,0.0,,0.530909090909091,0.1536901562208779,125,0.026340909090909137,0.5040236363636363,0.5567054545454546
Di-MMLP,both,0.33,0.33,,0.5073939393939393,0.15349556171774423,125,0.02671727272727281,0.4809430303030302,0.5343775757575758
Di-MMLP,both,0.33,0.66,,0.47376969696969706,0.13630502922175364,125,0.02358939393939391,0.4510060606060606,0.4981848484848484
Di-MMLP,both,0.66,0.0,,0.49781818181818177,0.162972295784898,125,0.028801212121212144,0.468410303030303,0.5260127272727273
Di-MMLP,both,0.66,0.33,,0.49284848484848487,0.14965396463969646,125,0.026620000000000033,0.46768121212121205,0.5209212121212121
Di-MMLP,both,0.66,0.66,,0.46169696969696966,0.13782770045992324,125,0.024733333333333274,0.4365060606060607,0.4859727272727272
Di-PAM,both,0.0,0.0,,0.5279030303030304,0.13031229138018294,125,0.023616060606060585,0.5043133333333334,0.5515454545454546
Di-PAM,both,0.0,0.33,,0.5140848484848485,0.13641047094063102,125,0.023169696969696923,0.48974363636363644,0.5360830303030303
Di-PAM,both,0.0,0.66,,0.48547878787878784,0.13250615181554898,125,0.02292242424242419,0.4627381818181818,0.5085830303030302
Di-PAM,both,0.33,0.0,,0.5080242424242425,0.16142024945511296,125,0.02830696969696969,0.47953696969696974,0.5361509090909091
Di-PAM,both,0.33,0.33,,0.49323636363636364,0.1534312546894474,125,0.026901212121212048,0.4658884848484849,0.519690909090909
Di-PAM,both,0.33,0.66,,0.47616969696969697,0.1365288149148479,125,0.023372727272727323,0.45304121212121207,0.4997866666666667
Di-PAM,both,0.66,0.0,,0.4791030303030303,0.1453072445740092,125,0.024291818181818137,0.45452060606060607,0.5031042424242423
Di-PAM,both,0.66,0.33,,0.49372121212121217,0.14057111424013552,125,0.024307272727272733,0.4698872727272727,0.5185018181818182
Di-PAM,both,0.66,0.66,,0.4843636363636364,0.14838327165795304,125,0.026014545454545457,0.4590545454545455,0.5110836363636364
HealNet,both,0.0,0.0,,0.5683151515151516,0.15457875554048506,125,0.02836999999999995,0.5395593939393939,0.5962993939393938
HealNet,both,0.0,0.33,,0.5271515151515153,0.14936519603966533,125,0.026838484848484723,0.5003151515151516,0.553992121212121
HealNet,both,0.0,0.66,,0.5017939393939393,0.15630934063796215,125,0.026646060606060507,0.47514424242424247,0.5284363636363635
HealNet,both,0.33,0.0,,0.5433454545454546,0.14827234779262916,125,0.025782424242424218,0.5169933333333333,0.5685581818181817
HealNet,both,0.33,0.33,,0.4996363636363636,0.15211445503018448,125,0.02634939393939395,0.4743684848484848,0.5270672727272727
HealNet,both,0.33,0.66,,0.4885090909090909,0.1525867753586035,125,0.026608484848484826,0.4617163636363636,0.5149333333333332
