model_name,scenario,train_prop,test_prop,missing_prop,mean_auc,std_auc,n_replicates,auc_ci95,auc_ci95_lower,auc_ci95_upper,baseline_auc,degradation_ratio,degradation_ratio_ci95,degradation_ratio_ci95_lower,degradation_ratio_ci95_upper,excluded_from_train_degradation
Di-MMLP,envelope,0.0,0.0,0.0,0.5322424242424243,0.1375474841867852,125,0.0230930303030302,0.5090896969696971,0.5552757575757575,0.5322424242424243,1.0,0.045356098971963243,0.9546439010280368,1.0453560989719632,False
Di-MMLP,envelope,0.0,0.33,0.33,0.5363636363636364,0.1439447959062479,125,0.0245966666666667,0.5116581818181818,0.5608515151515153,0.5322424242424243,0.992316384180791,0.047692947718019574,0.9446234364627715,1.0400093318988106,False
Di-MMLP,envelope,0.0,0.66,0.66,0.5035636363636363,0.1499884293057962,125,0.0268493939393938,0.4767993939393941,0.5304981818181819,0.5322424242424243,1.0569516657038323,0.05952939753397546,0.9974222681698568,1.1164810632378077,False
Di-PAM,envelope,0.0,0.0,0.0,0.5279030303030304,0.1303122913801829,125,0.0236160606060605,0.5043133333333334,0.5515454545454546,0.5279030303030304,1.0,0.046830598498810216,0.9531694015011898,1.0468305984988102,False
Di-PAM,envelope,0.0,0.33,0.33,0.5140848484848485,0.136410470940631,125,0.0231696969696969,0.4897436363636364,0.5360830303030303,0.5279030303030304,1.0268791851362824,0.04846556369397903,0.9784136214423034,1.0753447488302614,False
Di-PAM,envelope,0.0,0.66,0.66,0.4854787878787878,0.1325061518155489,125,0.0229224242424241,0.4627381818181818,0.5085830303030302,0.5279030303030304,1.0873863976830125,0.05388647586032658,1.033499921822686,1.141272873543339,False
HealNet,envelope,0.0,0.0,0.0,0.5683151515151516,0.154578755540485,125,0.0283699999999999,0.5395593939393939,0.5962993939393938,0.5683151515151516,1.0,0.0525423738325832,0.9474576261674168,1.0525423738325832,False
HealNet,envelope,0.0,0.33,0.33,0.5271515151515153,0.1493651960396653,125,0.0268384848484847,0.5003151515151516,0.553992121212121,0.5683151515151516,1.078086916532536,0.05783223226703327,1.0202546842655027,1.1359191487995692,False
HealNet,envelope,0.0,0.66,0.66,0.5017939393939393,0.1563093406379621,125,0.0266460606060605,0.4751442424242424,0.5284363636363635,0.5683151515151516,1.132566790666216,0.06351379158313786,1.0690529990830782,1.1960805822493539,False
KNN_MLP,envelope,0.0,0.0,0.0,0.5364363636363636,0.1547214339338482,125,0.0254796969696969,0.5112242424242425,0.5621836363636364,0.5364363636363636,1.0,0.049866649428255805,0.9501333505717442,1.0498666494282558,False
KNN_MLP,envelope,0.0,0.33,0.33,0.531248484848485,0.1644180561703067,125,0.0297115151515151,0.5015260606060606,0.560949090909091,0.5364363636363636,1.009765446746372,0.05981944140350892,0.949946005342863,1.0695848881498808,False
KNN_MLP,envelope,0.0,0.66,0.66,0.4833939393939394,0.1584285892119113,125,0.0281115151515151,0.4553175757575757,0.5115406060606059,0.5364363636363636,1.109729187562688,0.06852047698119801,1.04120871058149,1.178249664543886,False
SMILe,envelope,0.0,0.0,0.0,0.5033454545454545,0.1410726113707394,125,0.0247669696969697,0.4793903030303029,0.5289242424242425,0.5033454545454545,1.0,0.051751113936538085,0.9482488860634619,1.051751113936538,False
