model_name,is_distillation_method,baseline_auc,train_time_aupmc,test_time_aupmc,best_adapted_aupmc,train_degradation_coefficient,test_degradation_coefficient,minimum_degradation_coefficient
ZI_MLP,False,0.645230769230769,0.6237410759175465,0.6200532931121167,0.6237687280040222,1.0344529070521937,1.0406053421509687,1.0344070490603505
SMILe,False,0.6385309200603319,0.6209426847662142,0.6084544997486173,0.6093122171945701,1.0283250543498064,1.0494308454028043,1.0479535811710656
VAE_MLP,False,0.6376832579185521,0.6376118652589241,0.6199909502262444,0.6306872800402211,1.0001119688379685,1.0285363966778087,1.0110926256161132
KNN_MLP,False,0.6344313725490196,0.6210472599296128,0.616007038712921,0.616958773252891,1.0215508762101675,1.0299092910928327,1.0283205297559916
Di-PAM,True,0.6255957767722473,,0.6087254901960785,0.6087254901960785,,1.0277141122687907,1.0277141122687907
HealNet,False,0.6105852187028658,0.6070950226244344,0.584783308195073,0.5860115635997989,1.005749011189951,1.0441221733695343,1.0419337375394333
pAM,False,0.6097828054298643,0.6121191553544495,0.5952900955253896,0.6023489190548014,0.9961831778924933,1.0243456257938977,1.0123414953358396
