model_name,scenario,train_prop,test_prop,missing_prop,mean_auc,std_auc,n_replicates,auc_ci95,auc_ci95_lower,auc_ci95_upper,baseline_auc,degradation_ratio,degradation_ratio_ci95,degradation_ratio_ci95_lower,degradation_ratio_ci95_upper,excluded_from_train_degradation
Di-PAM,envelope,0.0,0.0,0.0,0.6255957767722473,0.0962357920156404,125,0.0170522624434388,0.6081261689291102,0.642230693815988,0.6255957767722473,1.0,0.028021434855396654,0.9719785651446033,1.0280214348553967,False
Di-PAM,envelope,0.0,0.25,0.25,0.6057948717948718,0.1079634664289028,125,0.0177932880844645,0.5875993966817497,0.6231859728506787,0.6255957767722473,1.0326858246896489,0.0312497055934724,1.0014361190961765,1.0639355302831213,False
Di-PAM,envelope,0.0,0.5,0.5,0.6035957767722473,0.1013779388807876,125,0.0180978506787329,0.584421794871795,0.6206174962292609,0.6255957767722473,1.0364482338124463,0.03203680924529562,1.0044114245671507,1.068485043057742,False
Di-PAM,envelope,0.0,0.75,0.75,0.6079758672699849,0.0950286126349949,125,0.0170027903469079,0.5906410256410257,0.6246466063348416,0.6255957767722473,1.0289812646370022,0.02960465272734658,0.9993766119096557,1.0585859173643488,False
HealNet,envelope,0.0,0.25,0.25,0.5927812971342383,0.1030725683930606,125,0.0183681749622925,0.5745758672699849,0.6113122171945701,0.6105852187028658,1.0300345534764663,0.03293771358133957,0.9970968398951268,1.062972267057806,False
HealNet,envelope,0.0,0.5,0.5,0.5789653092006034,0.1090429651661004,125,0.019379939668175,0.5596392911010558,0.5983991704374059,0.6105852187028658,1.0546145148936834,0.036524124440384886,1.0180903904532985,1.0911386393340683,False
HealNet,envelope,0.25,0.0,0.0,0.6162805429864252,0.1031015259156177,125,0.0176095022624435,0.5985006033182502,0.6337196078431372,0.6105852187028658,0.9907585524995475,0.029142490257550113,0.9616160622419974,1.0199010427570976,False
HealNet,envelope,0.5,0.75,0.75,0.5562956259426849,0.117444263577482,125,0.0200708144796379,0.5361321266968325,0.5762737556561085,0.6105852187028658,1.0975912630414504,0.04108267678787647,1.056508586253574,1.1386739398293269,False
KNN_MLP,envelope,0.0,0.0,0.0,0.6344313725490196,0.0814197405378621,125,0.0142439668174962,0.6200510558069381,0.6485389894419307,0.6344313725490196,1.0,0.022967197795148886,0.9770328022048511,1.0229671977951489,False
KNN_MLP,envelope,0.0,0.5,0.5,0.6145942684766215,0.099546525588965,125,0.0175669306184012,0.5967168929110106,0.631850754147813,0.6344313725490196,1.0322767475875878,0.030373707959360452,1.0019030396282274,1.0626504555469483,False
KNN_MLP,envelope,0.75,0.25,0.25,0.6051674208144797,0.1152011839160496,125,0.0202047888386124,0.586059426847662,0.6264690045248869,0.6344313725490196,1.048356786449532,0.036210565153866,1.012146221295666,1.084567351603398,False
KNN_MLP,envelope,0.75,0.75,0.75,0.6277978883861237,0.0972382712603905,125,0.0169976621417798,0.6111332579185519,0.6451285822021116,0.6344313725490196,1.0105662734545804,0.028122556852470337,0.98244371660211,1.0386888303070507,False
SMILe,envelope,0.0,0.0,0.0,0.6385309200603319,0.0928276102923368,125,0.0159134992458521,0.6225699849170437,0.6543969834087481,0.6385309200603319,1.0,0.0255590330656581,0.9744409669343419,1.025559033065658,False
SMILe,envelope,0.0,0.25,0.25,0.6130558069381599,0.0992475411302743,125,0.0180258672699849,0.5947267722473604,0.6307785067873303,0.6385309200603319,1.0415543133820144,0.031552899368348486,1.010001414013666,1.073107212750363,False
SMILe,envelope,0.0,0.5,0.5,0.5999064856711914,0.1127053847435475,125,0.0190055429864253,0.5807475113122171,0.6187585972850679,0.6385309200603319,1.0643840920404892,0.0348238333404125,1.0295602587000767,1.0992079253809017,False
SMILe,envelope,0.75,0.75,0.75,0.5914177978883862,0.1085998233605409,125,0.0195119532428355,0.571124886877828,0.6101487933634991,0.6385309200603319,1.0796613195276834,0.03683526122692182,1.0428260583007616,1.1164965807546052,False
VAE_MLP,envelope,0.5,0.0,0.0,0.6504615384615385,0.1047516936916325,125,0.0182696078431372,0.6321024886877827,0.6686417043740572,0.6376832579185521,0.9803550559296565,0.028331115206345237,0.9520239407233113,1.0086861711360018,False
VAE_MLP,envelope,0.5,0.25,0.25,0.62257616892911,0.1031512219386596,125,0.0181844268476622,0.6042165912518852,0.6405854449472097,0.6376832579185521,1.024265446933871,0.03081723126827063,0.9934482156656004,1.0550826782021416,False
VAE_MLP,envelope,0.5,0.5,0.5,0.6263227752639516,0.1036391736792952,125,0.0178717571644041,0.6086210407239818,0.6443645550527901,0.6376832579185521,1.018138383439454,0.029905319257123697,0.9882330641823303,1.0480437026965777,False
VAE_MLP,envelope,0.5,0.75,0.75,0.6358642533936651,0.112737301383198,125,0.0198585595776772,0.6163810708898944,0.6560981900452488,0.6376832579185521,1.0028606805857991,0.03232984495671265,0.9705308356290865,1.0351905255425118,False
ZI_MLP,envelope,0.0,0.0,0.0,0.645230769230769,0.1012101071671777,125,0.0175333333333334,0.6279779034690798,0.6630445701357467,0.645230769230769,1.0,0.027932778326974494,0.9720672216730255,1.0279327783269745,False
ZI_MLP,envelope,0.0,0.25,0.25,0.6208325791855204,0.1015178491732905,125,0.0174553544494722,0.6035214177978883,0.6384321266968327,0.645230769230769,1.0392991457974983,0.03006632372785556,1.0092328220696427,1.0693654695253538,False
ZI_MLP,envelope,0.0,0.5,0.5,0.6140120663650075,0.1019985917567299,125,0.0174622549019607,0.5956557315233787,0.6305802413273002,0.645230769230769,1.0508437937556803,0.03076038553042415,1.0200834082252561,1.0816041792861044,False
ZI_MLP,envelope,0.75,0.75,0.75,0.6276923076923078,0.1026909199056729,125,0.017940987933635,0.6103082202111614,0.6461901960784314,0.645230769230769,1.027941176470588,0.03024557659152638,0.9976955998790615,1.0581867530621143,False
pAM,envelope,0.0,0.5,0.5,0.5919095022624433,0.1070046768071952,125,0.0184949849170436,0.5734237556561086,0.6104137254901959,0.6097828054298643,1.030196006482586,0.03322807327882327,0.9969679332037626,1.0634240797614092,False
pAM,envelope,0.25,0.25,0.25,0.5959577677224736,0.1026953549615184,125,0.0183186651583709,0.5771971342383109,0.6138344645550528,0.6097828054298643,1.0231980157926708,0.032448672118652766,0.990749343674018,1.0556466879113235,False
