model_name,scenario,train_prop,test_prop,missing_prop,mean_auc,std_auc,n_replicates,auc_ci95,auc_ci95_lower,auc_ci95_upper
HealNet,both,0.0,0.0,,0.6105852187028658,0.10192109458037668,125,0.017399132730015032,0.5933393665158371,0.6281376319758671
HealNet,both,0.0,0.25,,0.5927812971342383,0.10307256839306063,125,0.018368174962292594,0.5745758672699849,0.6113122171945701
HealNet,both,0.0,0.5,,0.5789653092006034,0.1090429651661004,125,0.019379939668175028,0.5596392911010558,0.5983991704374059
HealNet,both,0.0,0.75,,0.5546214177978884,0.1172565464548746,125,0.021140723981900478,0.5342096530920061,0.576491101055807
HealNet,both,0.25,0.0,,0.6162805429864252,0.10310152591561779,125,0.01760950226244351,0.5985006033182502,0.6337196078431372
HealNet,both,0.25,0.25,,0.5778009049773755,0.10710921152582571,125,0.01857224736048252,0.5595431372549021,0.5966876319758672
HealNet,both,0.25,0.5,,0.5669260935143289,0.11281257419881255,125,0.020176432880844697,0.5460662895927602,0.5864191553544496
HealNet,both,0.25,0.75,,0.5543891402714932,0.12005285039734662,125,0.02079943438914028,0.533821342383107,0.5754202111613875
HealNet,both,0.5,0.0,,0.6073212669683258,0.11384936903634618,125,0.01994536199095026,0.5875862745098039,0.6274769984917045
HealNet,both,0.5,0.25,,0.5679185520361991,0.11933838687682591,125,0.020179977375565594,0.5477957013574659,0.5881556561085971
HealNet,both,0.5,0.5,,0.565339366515837,0.10912790242323504,125,0.018615120663650175,0.5469609351432879,0.5841911764705883
HealNet,both,0.5,0.75,,0.5562956259426849,0.11744426357748201,125,0.02007081447963799,0.5361321266968325,0.5762737556561085
HealNet,both,0.75,0.0,,0.5847812971342383,0.12093037074941,125,0.020987594268476628,0.5637280542986425,0.6057032428355957
HealNet,both,0.75,0.25,,0.5743710407239819,0.12503018204613262,125,0.022156410256410297,0.5521622926093516,0.5964751131221722
HealNet,both,0.75,0.5,,0.563758672699849,0.11677725981168458,125,0.020657390648567142,0.5439984162895929,0.5853131975867272
HealNet,both,0.75,0.75,,0.5529954751131221,0.1194787973897026,125,0.02083782051282046,0.5320197586726999,0.5736953996983408
KNN_MLP,both,0.0,0.0,,0.6344313725490196,0.08141974053786218,125,0.01424396681749629,0.6200510558069381,0.6485389894419307
KNN_MLP,both,0.0,0.25,,0.6026244343891402,0.09424231379269313,125,0.016232088989441895,0.5864208898944193,0.6188850678733031
KNN_MLP,both,0.0,0.5,,0.6145942684766215,0.099546525588965,125,0.0175669306184012,0.5967168929110106,0.631850754147813
KNN_MLP,both,0.0,0.75,,0.6271734539969833,0.10676540450303065,125,0.018635256410256373,0.6087245098039215,0.6459950226244342
KNN_MLP,both,0.25,0.0,,0.6132820512820513,0.09302938465618599,125,0.015987820512820494,0.5967886877828054,0.6287643288084463
