model_name,scenario,train_prop,test_prop,train_missing_prop,test_missing_prop,mean_auc,std_auc,n_replicates
SMILe,both,0.0,0.25,0.0,0.25,0.6130558069381599,0.09924754113027436,125
SMILe,both,0.0,0.5,0.0,0.5,0.5999064856711914,0.11270538474354753,125
SMILe,both,0.0,0.75,0.0,0.75,0.5862714932126697,0.11786926776239569,125
SMILe,both,0.25,0.0,0.25,0.0,0.6154871794871795,0.09411175577691004,125
SMILe,both,0.25,0.25,0.25,0.25,0.5779879336349923,0.10459128971582143,125
SMILe,both,0.25,0.5,0.25,0.5,0.5622624434389141,0.1077544207726234,125
SMILe,both,0.25,0.75,0.25,0.75,0.569236802413273,0.11080600070112188,125
SMILe,both,0.5,0.0,0.5,0.0,0.6276892911010558,0.0944370183107441,125
SMILe,both,0.5,0.25,0.5,0.25,0.6016862745098038,0.10527461367740097,125
SMILe,both,0.5,0.5,0.5,0.5,0.572552036199095,0.10656742346335522,125
SMILe,both,0.5,0.75,0.5,0.75,0.5868717948717951,0.10760680076477804,125
SMILe,both,0.75,0.0,0.75,0.0,0.6007722473604826,0.11450940365074576,125
SMILe,both,0.75,0.25,0.75,0.25,0.5817707390648565,0.10513297607725691,125
SMILe,both,0.75,0.5,0.75,0.5,0.5671402714932127,0.10807250718501454,125
SMILe,both,0.75,0.75,0.75,0.75,0.5914177978883862,0.10859982336054097,125
VAE_MLP,both,0.0,0.0,0.0,0.0,0.6376832579185521,0.09293841457272423,125
VAE_MLP,both,0.0,0.25,0.0,0.25,0.6140965309200602,0.1016107958500572,125
VAE_MLP,both,0.0,0.5,0.0,0.5,0.6155505279034692,0.10399619748598925,125
VAE_MLP,both,0.0,0.75,0.0,0.75,0.6229683257918552,0.1043883417999299,125
VAE_MLP,both,0.25,0.0,0.25,0.0,0.6272790346907995,0.09177771219504441,125
VAE_MLP,both,0.25,0.25,0.25,0.25,0.607107088989442,0.09751158662855039,125
VAE_MLP,both,0.25,0.5,0.25,0.5,0.5961146304675716,0.09214970192478385,125
VAE_MLP,both,0.25,0.75,0.25,0.75,0.607975867269985,0.0994149502235438,125
VAE_MLP,both,0.5,0.0,0.5,0.0,0.6504615384615385,0.10475169369163259,125
VAE_MLP,both,0.5,0.25,0.5,0.25,0.62257616892911,0.10315122193865962,125
VAE_MLP,both,0.5,0.5,0.5,0.5,0.6263227752639516,0.1036391736792952,125
VAE_MLP,both,0.5,0.75,0.5,0.75,0.6358642533936651,0.11273730138319807,125
VAE_MLP,both,0.75,0.0,0.75,0.0,0.6325067873303166,0.10950080874066345,125
VAE_MLP,both,0.75,0.25,0.75,0.25,0.6119849170437406,0.12359290445691609,125
VAE_MLP,both,0.75,0.5,0.75,0.5,0.6030075414781296,0.10623865402665544,125
VAE_MLP,both,0.75,0.75,0.75,0.75,0.628184012066365,0.10842863975706374,125
ZI_MLP,both,0.0,0.0,0.0,0.0,0.645230769230769,0.10121010716717777,125
ZI_MLP,both,0.0,0.25,0.0,0.25,0.6208325791855204,0.10151784917329053,125
ZI_MLP,both,0.0,0.5,0.0,0.5,0.6140120663650075,0.10199859175672997,125
ZI_MLP,both,0.0,0.75,0.0,0.75,0.6053996983408748,0.11345854075734746,125
ZI_MLP,both,0.25,0.0,0.25,0.0,0.6297375565610858,0.09678273536402618,125
ZI_MLP,both,0.25,0.25,0.25,0.25,0.6095203619909502,0.10641781399915486,125
ZI_MLP,both,0.25,0.5,0.25,0.5,0.5985791855203622,0.1107635910632382,125
ZI_MLP,both,0.25,0.75,0.25,0.75,0.6068536953242833,0.11143098024607977,125
ZI_MLP,both,0.5,0.0,0.5,0.0,0.6066636500754148,0.11150629282186461,125
ZI_MLP,both,0.5,0.25,0.5,0.25,0.5730920060331826,0.11799535610835249,125
ZI_MLP,both,0.5,0.5,0.5,0.5,0.5819215686274509,0.11231749989152058,125
ZI_MLP,both,0.5,0.75,0.5,0.75,0.5991312217194572,0.1189332838618479,125
ZI_MLP,both,0.75,0.0,0.75,0.0,0.6244132730015083,0.10041557519870782,125
ZI_MLP,both,0.75,0.25,0.75,0.25,0.6032066365007541,0.11606849498281839,125
ZI_MLP,both,0.75,0.5,0.75,0.5,0.6080180995475113,0.10237624932804276,125
ZI_MLP,both,0.75,0.75,0.75,0.75,0.6276923076923078,0.1026909199056729,125
pAM,both,0.0,0.0,0.0,0.0,0.6097828054298643,0.08710922869569943,125
pAM,both,0.0,0.25,0.0,0.25,0.5951975867269985,0.09885480743865836,125
pAM,both,0.0,0.5,0.0,0.5,0.5919095022624433,0.10700467680719528,125
pAM,both,0.0,0.75,0.0,0.75,0.5877435897435899,0.0996562824939358,125
pAM,both,0.25,0.0,0.25,0.0,0.6091131221719457,0.10192485393806498,125
pAM,both,0.25,0.25,0.25,0.25,0.5959577677224736,0.10269535496151842,125
pAM,both,0.25,0.5,0.25,0.5,0.586211161387632,0.10939647676309112,125
pAM,both,0.25,0.75,0.25,0.75,0.5984886877828054,0.11203787186614766,125
pAM,both,0.5,0.0,0.5,0.0,0.6189622926093515,0.10250429100508936,125
pAM,both,0.5,0.25,0.5,0.25,0.5923137254901961,0.10471515839959972,125
pAM,both,0.5,0.5,0.5,0.5,0.5868536953242834,0.10418760225333708,125
pAM,both,0.5,0.75,0.5,0.75,0.5988898944193063,0.11215872936939432,125
pAM,both,0.75,0.0,0.75,0.0,0.6067812971342381,0.10740956619804491,125
pAM,both,0.75,0.25,0.75,0.25,0.5932518853695323,0.11141537462822307,125
pAM,both,0.75,0.5,0.75,0.5,0.5912760180995474,0.10682925137356239,125
pAM,both,0.75,0.75,0.75,0.75,0.619396681749623,0.1035534031439971,125
